user,sentiment,topic,comment_text
@RoseAngelHalbreich,-0.296,2,No one should use that salute in the world ever
@Dr_Mid,-0.2023,2,"I think he was trying to throw his heart out, like an ode to America, but he did it a bit wrong"
@artimissprime1,-0.5574,0,Quit buying his shit
@user-dr4pw,0.5859,2,He let the intrusive thoughts win
@ZeothGames,0.0,1,"A few years ago that would have been satire, but now it's reality..."
@rhettmaxwell4860,0.1967,1,"Man this comment section didn't age like milk, it was spoiled rotten already. Not only did Elon Musk really do the heart goes out to you salute that Julies Caesar and his current day opponents like Ocasio Cortez and Elizabeth Warren did, but this man provided a Israel ( The Jewish State) a Starlink satellite service."
@JumboJabs,0.0,1,Twice!?!
@amannoonelistensto8615,0.7712,2,"Balch Pledge

We give our heads and hearts to God and our country; one country, one language, one flag!"
@Crypt0n1an,0.9914,2,"That's not a nazi salute, give me a break. So now any time a person puts their arm up to greet someone they are performing a nazi salute? A nazi salute is a very specific gesture, for one it does not start by putting your hand on your heart first, secondly the arm comes up stiff straight and  parallel to the body(ie not at an angle to the body) up to about 45 degrees with the palm also stiff straight and face down. The gesture is suppose to to last at least a few seconds in that position. None of what Elon did fits the description of a nazi salute. His arm was not stiff, came up almost sideways, his fingers were not stiff and straight and his palm was also not at the proper angle while he first put his hand on his heart each time he did it. That last point should tell you something, it should tell you that most likely what this insanely wealthy mildly autistic super genius was doing was trying to signal a sign  of appreciation and love for the audience which he also at some point verbalized right after the gesture, ""my heart goes out to you"" he tells them. That is all it was.

Do people realize how easy it is to confuse a simple gesture of greeting with a nazi salute? This is just the left doing what they usually do which is warp reality to suit their political and ideological aims."
@BigboiAjit,0.0,0,HeiI Musk!
@1vbAPiYk,-0.25,2,that's unfortunate but he obviously didn't meant anything related to nazism
@simpledesigndrawing.,0.1655,2,"Good on him. He most likely didnt mean it this way, but it would be good if he supported the old germans. America fought the wrong side"
@RilianSharp,0.0,1,why did he turn around and do it again
@Slv4S8n666,-0.1027,1,"I thought this man was smart 
I was wrong"
@RexLaRue-h5r,0.0,2,Omg he really did do it though.
@fiddeff,0.25,0,"Enough with the nazi jokes, they make me führerious."
@goudhaantje3569,-0.2481,0,Tesla cars are now graffittied in Europe with Swatikas . Thanks to fascist CEO of Tesla!
@jarrodmelson7802,0.3818,2,What was the first Nazi salute that ever Nazi salute after has mimicked? That was just a clear Nazi salute. If you are going to be cowards at least equivocate in a way that makes sense.
@VideoRandomChannel,0.0,0,“Mien fuhrer!!!!!! I CAN WALK!!!!!!!!!”
@sdjnfzxcnv,0.0,2,Which one of the devs gave him a 1940s emotes patch?
@ParDiss-e4i,0.0,2,That's the roman salute not the Nazi one
@reaperdog_,0.0418,2,This is not what millions fought and died for in World War II. Land of the brave and the free.... will this be its end?
@weedwhisperer6767,-0.3875,0,it reminds me of the ending in dr strangelove when the undercover nat-c couldnt suppress his excitement
@Brightshine777,0.0,2,Heil Musk!!
@inappropriator,0.0,0,The boog is a comin. The boooooooooooog is a comin.
@christianjones4691,0.5719,2,The dude is happy and that's how he expressed it.  Chill out.
@Dr.SteveBrule-d1r,0.6946,2,"If a Democrat said ""my heart goes out to you"" and did the EXACT same gesture would it be in the news AT ALL???"
@theprussian4616,0.4295,2,"That's not the Nazi Party salute.

I have seen too many pictures of actual nazi party members preforming the salute to tell the difference. 

His arm is out to the side using his whole body to angle his arm, keep his arm and wrist bent as he does so for both incidents. 

The party salute is keeping your back straight arm in front of you with no bend in the elbow or the wrist."
@cecilialugo6188,0.4466,2,Ridiculous how people turn a salute into a nazi salute ..ELON LOVES AMERICA
@TheRealZegend,0.0,2,He could have at least pointed one finger out to the crowd instead of the
@doesfireburn8532,0.0,2,i mean why tho
@binks69,0.0,0,Based
@laxmilamichhane6696,0.4215,2,"Nice speech.. 
I give it a nein out of ten"
@principal_optimism,0.0,1,"Did he mimic or deliver the salute?
He delivered it."
@b6phy6s,0.3818,1,this video credit to who?
@JeremyMasters87,0.1511,2,"Its not fair, Hitler ruined the mustache and the salute...."
@GwladYrHaf,0.4576,0,Obama’s version of this was more convincing and more worrysome.
@VoidedPastaGD,-0.5719,2,he sounds like the wii sports narrator but depressed
@Unregistered.Hypercam.2.,-0.1027,2,nah guys def not a nazi
@OryXity,0.9895,2,"We just gonna forget that eggsy does a nazi salute when he first enters the secret changing room when asked for his ""best impression of an austrian aristocrat"" in 'kingsman : the secret service'??
Are we not going to recognize that intention and outward appearance are not correlated in the slightest
If a racist saying racist things does that salute, he's probably aligned with the nazis
If a character in a tv show does it very clearly for a joke, they probably arent racist
If a man saying ""my hearts goes out to them"" put his open palmed spread fingers hand on his heart (the american show of respect) then throws it out to the crowd closed fingers, thats him showing he is throwing his heart to the audience and is probably not being racist
Plus a nazi salute begins from closed fingers across the chest perpendicular, like the french 'quinelle' salute and generally they would stamp their opposite foot as they extended their arm
He literally just did a salute, get over yourselves, you arent going to catch the next adolf by watching him out himself on body language alone on the news smh

How tf is he gonna do the salute that means ""glory to the fuhrer"" or more accurately ""glory to the dictator"" when there isnt a fuhrer/dictator to salute...
And while saluting a CROWD...
(Also Hitler wouldnt nazi salute to his people, his people would do it towards him and he would hold his arm directly up by his side, accepting their worship essentially, so elon wouldnt be the one doing the salute if he's supposed to be 'hitler' as so many claim)"
@ShadovvXero,0.8555,2,"Him saying ""My heart goes out to you"" after doing that carries the same energy as that time Joe Biden said ""Poor kids are just as bright and talented as white kids... black kids, Hispanic kids"""
@zachr.4711,0.6249,2,"He reeled it in with, “my heart goes out to you”. 
    It’s only gonna get crazier, kids."
@Filozof____,0.0,2,"ofc muricans who NEVER experianced nazizm will teach what nazizim is
that's not nazi salut go back to school"
@littlewolf-1,-0.6486,2,"he couldn't control himself doing the first one, the second one was to pretend we was just doing something weird after realizing that he screwed it up"
@MrSockez,-0.5574,0,America has apparantly lived long enough to see itself become the villain.
@MaxMax-nn8ur,0.5411,0,He's reclaiming the honor!
@mellowmurkedyou,-0.6739,2,Yall call anyone a nazi these days. FFS
@renaeann-e6x,-0.5267,1,Yall are stupid he didn’t do it .
@williamreilley8747,0.9257,2,He was sending out the energy of his heart to the people in the crowd through his hand gesture. You all need to grow up and stop looking for things to play gotcha. There is much work to do and things need to change for the better let thus administration have its time. Its time for this country and people of this country to heal!!!
@Musiccalculater,0.0,1,I think it’s some high level trolling on behalf of trump being called a Nazi for so long
@lucasrokitowski8707,0.0,2,It's not a nazi salute.
@ChrisV-n6i,0.5719,1,"Why even toy with something that close? We're rich we did this and can say we didn't. As long as y'all keep talking and paying attention, thank you. 

My vote for Chase Oliver feels pretty good right now. I saw it all as big fake mock fight to extort taxpayers."
@dogdoggddog,-0.3804,1,He did that really aggressively.
@ashleystevens-prior6888,0.4421,2,he was clearly sending his heart to the people so sad a man gets slated  for it
@Jyde_Hekyll,0.0,1,Not defending this in any way but i watched a video the other day explaining how this salute was a thing and the Nazis stole it. After that it wasnt used again for that reason.
@josemama428,0.0,0,️
@oudehmish,0.3506,2,"Lots of bots in here in my opinion, bots commenting that “he didn’t do the salute and that leftists are dumb” etc. I refuse to believe actual people are like this, it sounds so immature and all so similar to each other, it all sounds like something elon would write as well but it’s just my opinion. Also I’m not on the right or the left."
@MACPOWforever,0.0,0,Based and red pilled! o/
@bjbolander620,0.8271,2,"he probably could have said my heart goes out to you before that, but everyone is a Nazi when the left takes an L"
@HughTube-t6l,-0.6613,2,"Why hasn't Musk gone on CNN etc. and just say that this wasn't the meaning, he didn't think, is kinda dumb and is very sorry, because things like.this can't be accepted."
@AdamAnt__,0.4404,2,makes it even better
@amelafahrudinkulanic4681,0.3804,2,"""we are screwed"" hes just a dude whos a friend with donald trump... i dont think he will influence anything really. calm down. it was just a salute."
@igiop5628,0.6369,2,"""my heart goes to you"" are you deaf guys it is the meaning of the gesture"
@mateusz92380,0.0,0,Bro let intrusive thoughts flow
@MezmerKaiser725,-0.296,1,No you don't understand it's just his hyperfixation and he's stimming on that stage
@marvinamador8875,0.6219,2,"Out of all the things he could've done with he's hand gestures, he goes and does that salute, really!!!"
@AT-qm8gv,0.7579,1,0:10 “My heart goes out to you” and then a smile as he holds back the laughter because he knew exactly what he was doing and that’s the only stupid cover he thought of was that quote.
@abd-e5w,0.8481,2,"Relax, It just a gesture, some people is easily triggered lmao"
@Carolinastrucks,0.5187,2,"He meant it like my heart goes to you, but journalists oversee that."
@Jerry-u3v,-0.25,2,That’s not even remotely his intention. People literally looking to get offended
@karlpedersen7,0.0,2,That is not a Nazi salute..
@dustinwatkins7843,0.9513,2,"Guy is just giving a heart felt thanks.

His gesture is like blowing a kiss, but it's from the heart instead of the mouth. I've done this gesture myself, but not upwards as he did it here. It's just a coincidence. Good job showing massive ideological bias though."
